Club Name,White European Italian,Black African American,Native American,Asian,Hispanic,Native Hawaiian or Other Pacific Islander,woman women,man men,Greek,lgbtq,Christian,Islam,Jewish,Hindu,Buddhism,Muslim,Sikh,Description
Music Appreciation Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.38019733621510365,0.35912216154138743,0.497610199287153,0.2323930976547227,0.20292580405829155,0.2634032288867756,0.2829352965036982,"Music Appreciation Club We are a club that gets together weekly to listen to and share music. Any and all genres, styles, and forms are appreciated! Email us at cpmusicappreciation@gmail.com for more information"
Music Production Union,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.32948594478961574,0.4585819475199743,0.6683802102585666,0.29225892295449596,0.28123652659136034,0.30896893181676666,0.3346562146522051,"Music Production Union We are a club that promotes music, musicians, and creativity! We have workshops, showcases, jam sessions, social gatherings, and concerts!"
Muslim Students Association,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4269316319026757,0.9999999999999999,0.7794212877397041,0.6223369718697213,0.40286928752714124,1.0,0.6521655465886633,"Muslim Students Association The MSA is a space for students to gather to learn and grow in the Muslim faith, and it provides resources and support for Muslim students on campus."
Mustang Aviation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.11788263592097611,0.31422636817535765,0.24193410524799944,0.20651256502290413,0.20535950927969743,0.21042394131074746,0.04191592471378777,"Mustang Aviation The Mustang Aviation Club advances the science of aeronautics, to develop aviation and to educate pilots in every way towards safe operations."
Mustang Band Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.16440241326533164,0.19670661531784944,0.2653961760289484,0.204323603451125,0.18250572545911045,0.1490457124971043,0.22107324734643372,"Mustang Band Club The Mustang Band is a large group of brass, woodwind, percussion, and color guard performers that provide entertainment at Cal Poly athletic events."
Mustang Consulting at Cal Poly,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.10305582750308162,0.11689910740820926,0.0,0.14816378883664538,0.14512076014585062,0.08942009336154062,0.039460685814195734,"Mustang Consulting at Cal Poly The purpose of Mustang Consulting is to provide pro bono consulting services to various organizations, community groups, and other entities in need, while providing professional development opportunities for its members."
Mustang Surf Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.14048597419577333,0.261464767680614,0.17278608029900738,0.1804984624997083,0.16698687138888302,0.25058942638971443,0.11553815033779061,Mustang Surf Club Mustang Surf Club is an interest-based social group looking to foster a community of surfers at Cal Poly through social events.  We are open to all surfing skill levels and to those who wish to cultivate a surfing lifestyle with their fellow Mustangs.
Mustangs for Recovery,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.11035382800502631,0.17277511966184775,0.03787073727559084,0.10278158792801534,0.1776275565791372,0.15325346971530873,0.057689068546638175,"Mustangs for Recovery Mustangs for Recovery exists to offer a safe and sober-friendly environment for students in recovery, seeking recovery, or those affected by the addiction of a friend or family member."
Mustangs United for Israel,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3161020506117787,0.6295891214969644,1.0,0.4440197977271569,0.22728902193424583,0.5428028437784302,0.393198646721809,"Mustangs United for Israel Mustangs United For Israel (MUFI) is the pro-Israel pro-peace coalition with the mission of promoting open bipartisan dialogue, advocating for the Jewish Democratic State of Israel"
National Association of Minority Landscape Architects,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.19443698440799448,0.4176741823734571,0.4423738552771871,0.36743378176496555,0.3502088867119231,0.37369985536497324,0.27653666409157734,National Association of Minority Landscape Architects NAMLA’s purpose is to increase minority representation at all levels of Landscape Architecture practice and academia.
National Electrical Contractors Association,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.24502752946256917,0.14846046810258579,0.423177058935216,0.2901201021793596,0.07169917594331902,0.20647371467686826,0.27957801334293475,"National Electrical Contractors Association Cal Poly National Electrical Contractors Association, student chapter."
National Marrow Donor Program,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.24583548976415692,0.3144485386007988,0.3278037085291243,0.15290066469296187,0.2634504990768878,0.20320089447215042,0.1537141301805012,"National Marrow Donor Program At NMDP℠, we believe each of us holds the key to curing blood cancers and disorders. As a global nonprofit leader in cell therapy, NMDP creates essential connections between researchers and supporters to inspire action."
National Society of Black Engineers,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.23394211708860232,0.28515548544721536,0.6103825699052539,0.4549738384455555,0.25914425443001377,0.2706893419879397,0.3281904242219116,"National Society of Black Engineers NSBE's mission is to increase the number of culturally responsible Black engineers who excel academically, succeed professionally, and positively impact the community."
Native American and Indigenous Cultural Center (NAICC),0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.32461127709225746,0.45530217043096777,0.5717105970909834,0.47256432284982114,0.4695584047212775,0.42451367987140953,0.43520887726630597,"Native American and Indigenous Cultural Center (NAICC) Aiming to create a pan-indigenous space, we recognize the vast diversity within the Indigenous community by providing a nurturing environment, educational programming, and a place to empower growth. Register for this quarter’s events in our profile."
Net Impact,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.14482169382303758,0.2519069697266544,0.22786427946587182,0.23362225853721025,0.08503486749751019,0.1755026469407874,0.13385137136331143,Net Impact Net Impact is a community dedicated to empowering students with opportunities to learn about and engage with the power of sustainable business as an agent for change.
New Student & Transition Programs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.04319832963073654,0.13295066849395393,0.24340108180720005,0.25059137923562635,0.1705300331382589,0.13775536273052208,0.21817809474666,"New Student & Transition Programs Cal Poly Orientation is a tradition that has helped welcome new Mustangs to campus, connect students, parents and supporters and community members to Cal Poly, and build life-long relationships for over 60 years."
Newman Catholic Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4674597356436191,0.3416385372840798,0.8157047210361166,0.347938959071585,0.3364335941829072,0.3876193225040707,0.49183773603525516,Newman Catholic Club We serve the students of Cal Poly through hosting weekly and quarterly events.
Nikkei Student Union,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2475954681976511,0.5486741551548167,0.7692652939711211,0.5766356626728646,0.39831212522031334,0.40287910487035433,0.5228909505905289,Nikkei Student Union NSU is an inclusive Japanese/Japanese American cultural and social club that aims to promote awareness of Japanese and Japanese American culture and engage members in the community.
Nuclear is Clean Energy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25424448155016127,0.2939739380827051,0.39081108563533634,0.3911385264665781,0.2543683264130352,0.29461250893086116,0.3281546941265007,"Nuclear is Clean Energy We aim to educate club members, Cal Poly students, and members of the community about reactors, waste, and tech. Through events, public outreach, and talks we will engage with members of the public about the use of nuclear power in energy infrastructure."
Nutrition Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.15882445451888677,0.26799163876525744,0.3980584771237574,0.23774796567543097,0.15077116016590536,0.1264573862975481,0.2427024424018783,"Nutrition Club Nutrition Club is a place for foodies and those with an interest in health and nutrition to meet, make connections, and learn more about jobs and opportunities in food and nutrition-related fields."
Omicron Mu Chapter of the Chi Omega Fraternity,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.40680498291569417,0.5865170737557455,0.6966217074129831,0.4502958086746733,0.4221765593547945,0.43911497795092436,0.413548894098391,"Omicron Mu Chapter of the Chi Omega Fraternity An Inclusive, Genuine, and Supportive Sisterhood that Celebrates Individuality and Advocates for Positive Change."
One Health Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.31799803874363264,0.5643186559462988,0.3829117054750014,0.39296723983813975,0.5654180406317408,0.3966670144519408,0.2295979748724657,"One Health Club One Health is an integrative approach to solving complex global health issues connecting people, animals, and our shared environment."
Order of Omega,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.23917633850199213,0.44662312697412854,0.6049337489358463,0.3906780383429761,0.2447926031400885,0.3051028666653944,0.29693202912491456,Order of Omega Order of Omega is an international honors society that initiates the top 3% of Greek scholars and leaders on college campuses across the U.S. and Canada.
Orthodox Christian Fellowship,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5504584661285472,0.5974325222961424,0.7035519574991047,0.4304908190492881,0.3861193163402098,0.45704927550848273,0.30559616359159314,Orthodox Christian Fellowship Orthodox Christian Fellowship (OCF) is the official collegiate campus ministry program under the Assembly of Canonical Orthodox Bishops of the United States of America.
"Out in Science, Technology, Engineering, and Mathematics (oSTEM)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.3936194807882632,0.5282980598636,0.5974124078787146,0.3910928562550331,0.33083541511040226,0.4625162371379231,0.3706725589811599,"Out in Science, Technology, Engineering, and Mathematics (oSTEM) oSTEM provides a space for LGBTQ+ persons pursuing STEM degrees to connect and thrive through outreach events, professional development, and community building among individuals who are passionate about the intersection of the queer experience and STEM."
Parent and Family Programs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1299765085974574,0.22050987767224528,0.4055992111012414,0.30660406021991227,0.13569483041771568,0.20780032454077368,0.29046220127105815,"Parent and Family Programs Parent and Family Programs provides support, resources and exciting programming for the proud parents, family members and supporters of Cal Poly students."
Penguins Motorcycle Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.32302603144025765,0.437911642213873,0.49537763846905475,0.20221512431679217,0.2778678047521945,0.37868405945930206,0.2813867790991319,"Penguins Motorcycle Club Motorcycle riding club, both dirt and street"
Phi Alpha Theta at Cal Poly,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.2597467667096323,0.3439319357137163,0.6375504789199611,0.4675366468921159,0.3708158193020945,0.27797665306775166,0.42598367329892173,Phi Alpha Theta at Cal Poly Phi Alpha Theta is a professional society for students interested in history. We promote the interest in history and connect students and faculty together through academic and social events.
Phi Delta Theta Fraternity - California Nu Chapter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3014056640886854,0.4122538457382863,0.6772801520929088,0.41914517650655736,0.41479493396166756,0.2153574559335395,0.37613060407765886,"Phi Delta Theta Fraternity - California Nu Chapter Phi Delta Theta is the pinnacle of fraternal and professional societies, centered on the potential of each brother, the unquenchable thirst for personal development and the lifelong values of friendship, sound learning and rectitude."
Phi Gamma Delta,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3110891590468355,0.21128280692436685,0.685639417997495,0.4364530675476239,0.31516087210553645,0.2343312541903134,0.400846696258481,Phi Gamma Delta Phi Gamma Delta
Phi Kappa Psi California Eta,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.25048165022181623,0.3448519533933976,0.7058918836828362,0.47047830379215144,0.555166710878844,0.18568597215061824,0.49724064713457483,Phi Kappa Psi California Eta Social Fraternity -Group of gentlemen banded together based on similar ideals and values. -Fraternity created in 1852 based on the great joy of serving others.
Philosophy Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3837481919380208,0.4820522357487965,0.45547072645224473,0.36747478494759356,0.5100610833156682,0.3583391502626011,0.13891393648124484,"Philosophy Club Come to Philosophy Club, where we share our philosophical research and discuss contemporary and historical philosophy, politics, and ideas. Open to all majors and all people with an open mind and a love of discussion."
Pi Alpha Xi,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.18156779128136286,0.25598529613120874,0.3038167073055359,0.3585554974028936,0.33478740396463536,0.13891197977254843,0.14778194153323101,Pi Alpha Xi To promote the learning and love of horticulture and crop science through plants.
Pilipino Cultural Exchange,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.26361518156822045,0.4665014112934146,0.2819076886180985,0.42133191766789513,0.331551977668575,0.39530595747816577,0.2995745780029184,"Pilipino Cultural Exchange The Pilipino Cultural Exchange (PCE) prides itself on providing a ""home away from home"" to anyone who seeks it. You do NOT need to be Filipino to join! All are welcome."
Planned Parenthood Generation Action,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2643595653590787,0.5047787504488658,0.4725542186087912,0.2879612917574078,0.1931796988251806,0.39064799361560965,0.17549494924379444,"Planned Parenthood Generation Action Planned Parenthood Generation Action is the college affiliate of the Planned Parenthood Action Fund. We strive to create an organization that advocates for reproductive justice, freedom, and awareness. Come to build community and spread awareness!"
